name;iso_country;municipality;icao_code
Rio Chico Airport;AR;Rio Gallegos;
Estancia Rio Ewan Heliport;AR;R?o Grande;
Rivadavia Airport;AR;Rivadavia;
Rojas Airport;AR;Rojas;
Rosario De La Frontera Airport;AR;Rosario de La Frontera;
Rosario Del Tala Airport;AR;Rosario Del Tala;
Rufino Airport;AR;Rufino;
Salliquel? Airport;AR;Salliquel?;
Salto Airport;AR;Salto;
San Benito Airport;AR;San Benito;
San Cayetano Heliport;AR;San Cayetano;
San Cristobal Airport;AR;San Cristobal;
San Francisco Airport;AR;San Francisco;
San Isidro Labrador Heliport;AR;General Villegas;
San Joaqu?n Heliport;AR;Carmen de Areco;
San Jorge Airport;AR;San Jorge;
San Justo Airport;AR;San Justo;
Aeroclub San Mart?n;AR;San Martin;
San Miguel del Monte Airport;AR;San Miguel del Monte;
Bah?a Dorada Airport;AR;Sierra Grande;
San Vicente Airport;AR;Fabiano;
Sanatorio Guemes Heliport;AR;Buenos Aires;
Santo Tome Airport;AR;Santo Tome;
Sarthou S.A. Heliport;AR;San Fernando;
Saturnino Unzue Heliport;AR;Mar del Plata;
Scaro Airport;AR;Monterrico;
Villa de Mar?a de R?o Seco Airport;AR;Villa de Mar?a de R?o Seco;
Sol De Agosto Heliport;AR;Lujan;
Stroeder Airport;AR;Stroeder;
Suboficial Auxiliar Miguel A. Cardone Airport;AR;Villa Ca?as;
Swiss Medical Heliport;AR;Buenos Aires;
Talitas Heliport;AR;Concepcion Del Uruguay;
Estancia Tecka Airport;AR;Chubut;
Tecnocopter S.A. Heliport;AR;Don Torcuato;
Terminal Y.P.F. Heliport;AR;La Matanza;
Tilisarao Airport;AR;Tilisarao;
Timen S.A. Heliport;AR;Don Torcuato;
Tolosa Airport;AR;La Plata;
Tornquist Airport;AR;Tornquist;
Tostado Airport;AR;Tostado;
Transener S.A. Heliport;AR;Campana;
Transener S.A. Heliport;AR;Ezeiza;
Transener S.A. Heliport;AR;Lujan;
Recreo / Transener S.A. Heliport;AR;Recreo;
Transener S.A. Heliport;AR;Puelches;
Transener S.A. Heliport;AR;Barreales;
Transener S.A. Heliport;AR;Piedra Del Aguila;
Transener S.A. Heliport;AR;Choele Choel;
Transener S.A. Heliport;AR;Romang;
Transener S.A. Heliport;AR;El Bracho;
Almafuerte / Transener S.A. Heliport;AR;Almafuerte;
Montecristo / Transener S.A. Heliport;AR;Monte Cristo;
Chevron Texaco Airport;AR;El Trapial;
Horco Molle Aeroclub Airport;AR;Tucum?n;
Unidad Penitenciaria N?? 30 Heliport;AR;General Alvear;
Urdinarrain Airport;AR;Urdinarrain;
Veinticinco De Mayo Airport;AR;Veinticinco De Mayo;
Vera Airport;AR;Vera;
Veronica Airport;AR;Veronica;
Victoria Airport;AR;Victoria;
Victorica Airport;AR;Victorica;
Villa Del Rosario Airport;AR;Villa Del Rosario;
Villa General Belgrano Airport;AR;Villa General Belgrano;
Villa Ocampo Airport;AR;Villa Ocampo;
Villa Regina Airport;AR;Villa Regina;
Villa Rumipal Airport;AR;Villa Rumipal;
Zarate Airport;AR;Zarate;
Belingueres Aviaci?n Airport;AR;Ines Indart;
Bocca Airport;AR;San Jorge;
Buena Esperanza Airport;AR;Los Conquistadores;
Buenos Aires Airport;AR;Pueblo Alsina, Baradero;
Burdisso Airport;AR;El Trebol;
Carlos Saqui Airport;AR;Rio Segundo;
Carmen de Patagones Airport;AR;Carmen de Patagones;
Mar del Plata Gliding Club;AR;Mar del Plata;
Colonia Tirolesa Airport;AR;Colonia Tirolesa;
Comandante Eduardo A. Olivero Airport;AR;Tandil;
Concepci?n Airport;AR;Concepci?n;
Brandsen Airport;AR;Brandsen;
Coronel Moldes Airport;AR;Coronel Moldes;
Di Giuseppe Airport;AR;Carcara??;
Dinaluca S.A. Airport;AR;Ber?n de Astrada;
General Rodriguez Ildefonso Durana Airport;AR;General Rodriguez;
El Girasol Airport;AR;Gobernador Castro;
El Gringo Airport;AR;Charata;
El Jag??el Airport;AR;Villaguay;
El Malague?o Airport;AR;Villaguay;
El Pilincho Airport;AR;Monte Caseros;
El Toto Airport;AR;Alta Gracia;
Establecimiento La Adelita Airport;AR;Humboldt;
Establecimiento La Florencia Airport;AR;Los Molinos;
Estancia Caridad Airport;AR;El Colorado;
Estancia El Cha?ar Airport;AR;Colonia Marina;
Aer?dromo Estancia La Leonor;AR;Presidencia Roca;
Estancia La Providencia Airport;AR;Gualeguaych??;
Aer?dromo de la Estancia La Salvaci?n;AR;Pirane;
Estancia Lucila Airport;AR;Mar del Sur;
Estancia San Vicente Airport;AR;Tortugas;
Estancia Santa Romana Airport;AR;Mercedes;
Estancia Villa Corina Airport;AR;Gobernador Valentin Virasoro;
Estancia Villa Mar?a;AR;Luj?n;
F.A.T. Airport;AR;Teodelina;
Finca La Frontera Airport;AR;Aguaray, San Mart?n;
Firmat Airport;AR;Firmat;
Fumigaciones Campagnucci Airport;AR;Coronel Bogado;
Fumigaciones Fredy Airport;AR;Hunter;
Fumigaciones Gonz?lez Airport;AR;Monje;
General Belgrano Airport;AR;General Belgrano - Salta;
General San Martin (La Pampa) Airport;AR;General San Martin;
Ginevro Airport;AR;Las Varillas;
Gualeguay Aeroclub Airport;AR;Gualeguay;
Guatrach? Airport;AR;Guatrach?;
Haras La Pomme Airport;AR;San Antonio de Areco;
Haras Trelliris Airport;AR;Comodoro Py;
Hosteria San Huberto Airport;AR;Junin de Los Andes;
Iriberri Airport;AR;Necochea;
Islas Del Ibicuy Airport;AR;Islas del Ibicuy;
La Carlota Airport;AR;La Carlota;
La Chacra Airport;AR;Ameghino;
La Esmeralda Airport;AR;Libertad;
La Luc?a Airport;AR;Pujato;
La Madrugada Airport;AR;Juan N. Fern?ndez;
La Mariela Airport;AR;Pehuaj?;
La Zulema Airport;AR;Bell Ville;
Las Lilas Airport;AR;Pasteur;
Malabrigo Airport;AR;Malabrigo;
Match Point Airport;AR;Luj?n;
Montes De Oca Airport;AR;Montes de Oca;
??ancu Airport;AR;General Pico;
Pedro Ferrari Airport;AR;Monte Buey;
Petrazzini Airport;AR;Tres Arroyos;
Aer?dromo Petruk;AR;Las Palmas;
Pettilep Airport;AR;Pujato;
Pettilep II Airport;AR;Ricardone;
Puerta De Avalos Airport;AR;Jujuy;
Pulverizaciones M.H. Airport;AR;Gancedo;
Saldungaray Airport;AR;Saldungaray;
San Cayetano Airport;AR;San Cayetano;
San Gregorio Airport;AR;San Gregorio;
San Ignacio Airport;AR;Junin de Los Andes;
San Jos? De La Dormida Airport;AR;San Jos? de La Dormida;
Santo Tom?s de La Sierra Airport;AR;Saldungaray;
Savesa Airport;AR;Venado Tuerto;
Sigfrido Rohr Aviagro S.R.L. Airport;AR;Ameghino;
Skare Airport;AR;Salto;
Timboy Airport;AR;Monte Caseros;
Trevelin Airport;AR;Trevelin;
Casilda Fumigaciones Airport;AR;Sanford;
Yapey?? Airport;AR;Yapey??;
Berrini Heliport;AR;C?rdoba;
Campanopolis Heliport;AR;La Matanza;
Casa De Lata Heliport;AR;Jun?n de Los andes;
San Diego Country Club Heliport;AR;Moreno;
Dayry Partners Americas Manufacturing Argentina Sa Heliport;AR;Villa Nueva;
Dr. Mariano Moreno Heliport;AR;Jos? C. Paz;
Estancia La Pascuala Heliport;AR;Tandil;
Heliplataforma Barcaza Yagana Heliport;AR;Barcaza Yagana;
Heliplataforma Buque Skandi Patagonia Heliport;AR;Buque Skandi;
Heliplataforma Equipo Modular M-10 Heliport;AR;;
Metal??rgico / Miguel Colombise Heliport;AR;San Nicol?s de Los Arroyos;
Pach?n Minera Heliport;AR;Pach?n, Calingasta;
Pernigotti Heliport;AR;La Banda;
Policia De La Provincia De Mendoza Heliport;AR;Mendoza;
Roca Heliport;AR;Yacanto de Calamuchita;
S.A.N.A. Heliport;AR;Leandro N. Alem;
Austral S.A. Heliport;AR;Yacimiento Ca?ad?n Alfa;
General Alvear Airport;AR;General Alvear;
San Patricio Airport;AR;Capit?n Sarmiento;
La Cura Malal Airport;AR;Arrecifes;
Ca?uelas Gas SA Heliport;AR;Ca?uelas;
Colonia La Capilla Heliport;AR;Florencio Varela;
Miguel Colombise Heliport;AR;San Nicol?s;
Piero Vara Heliport;AR;Pilar;
Rio Cullen II Heliplatform;AR;Santa Cruz;
La Argentina Airport;AR;Trenque Lauquen;
La Paz Airport;AR;La Paz;
Colonia Sarmiento Airport;AR;Sarmiento;
Agroaire Airport;AR;Gancedo;
Aeroclub de El Chalt?n Alf. G.N.A. Walter Omar D Anna;AR;El Chalt?n;
Hip?lito Yrigoyen Lago Posadas Airport;AR;;
Estancia La Adela Airport;AR;Puerto Piramides;
Punta Delgada Airport;AR;Punta Delgada;
Camarones Airfield;AR;Camarones;
Caleta Vald?s Field;AR;Vald?s;
Telsen;AR;;
Gan Gan Field;AR;;
Gastre Field;AR;;
Cushamen Field;AR;;
Las Plumas Filed;AR;;
Estancia Cullen South Airport;AR;Estancia Cullen;
Estancia Sara Airport;AR;Estancia Sara;
Rio Chico Highway Strip;AR;;
Los Robles Airport;AR;Estancia El Roble;
Agroalvear S.R.L. Airport;AR;Alvear;
Arias Airport;AR;Arias;
Estancia La Alborada;AR;Balcarce;
Finca Cuchuy Airport;AR;Ballivian;
Calchaqui Airport;AR;Calchaqui;
Stiefel Airport;AR;Ca?ada Rosquin;
Fumagro Airport;AR;Carhue;
Establecimiento La Maria Pilar Airport;AR;Catrilo;
Agroservicios Airport;AR;Coronel Bogado;
Alfomso Mengo Airport;AR;Corralito;
Lomas del Espinillo Airport;AR;Corralito;
Ita Ibate Airport;AR;Corrientes;
Aer?dromo de la Estancia San Rafael;AR;El Espinillo;
Bernardo's Airport;AR;El Tr?bol;
Salvita Airport;AR;Embarcaci?n;
El Desafio;AR;Fortin Dragones;
Finca La Hercilia Airport;AR;General Mosconi;
Kalbermatter Airport;AR;General Pinedo;
Estancia El Potrero Airport;AR;Gualeguaychu;
Plus Agroservicios Aereos S.R.L. Airport;AR;Hughes;
Biondi Airport];AR;Isla Verde;
Casajus;AR;La Carlota;
Don Emilio Airport;AR;La Ramada De Abajo;
AeroSoluciones Airport;AR;Las Lajitas;
Don Alberto Airport;AR;Lezama;
Fumigaciones Ortega Airport;AR;Martinez de Hoz;
Campo San Jose Airport;AR;Morteros;
Pulverizaciones Aerosur Airport;AR;Necochea;
Finca Toloche Airport;AR;Nuestra Se?ora De Talavera;
La Noria Agricultural Airport;AR;Pergamino;
Servicios Aeronauticos;AR;Pig???;
Estancia La Carolina Airport;AR;Pi?ero;
SAS Aeroaplicaciones Airport;AR;Piquete Cabado;
Vale Airport;AR;R?o Colorado;
Aeroagereo;AR;Roberts;
La Amalia;AR;Roberts;
BSG Airport;AR;Rufino;
Abelenda Airport;AR;Saladillo;
Vergnano Airport;AR;San Guillermo;
Aeroclub San Javier;AR;San Javier;
Chialva S. H. Airport;AR;San Marcos;
Santa Clara de Saguier Airport;AR;Santa Clara de Saguier;
San Alberto Airport;AR;Santa Rosa;
C?ndor del Aire Airport;AR;Sargento Cabral;
Fumigaciones Nando Airport;AR;Selva Nueva;
Establecimiento El 21 Airport;AR;Tintina;
T?o Pujio Airport;AR;T?o Pujio;
Santagiulian Airport;AR;Tres Arroyos;
Estancia Los Lobles Airport;AR;Uriburu;
Estancia La Criolla Airport;AR;Vienticinco de Mayo;
Servicios Agroaereos Airport;AR;Vienticinco de Mayo;
Don Angel Airport;AR;Vicu?a Mackenna;
Beneficios S.R.L. Airport;AR;Vicu?a Mackenna;
Comequechen Airport;AR;Vicu?a Mackenna;
Santa Isabel Airport;AR;Santa Isabel;
Limay Mahuida Airport;AR;Limay Mahuida;
Nueva Galia Airport;AR;Nueva Galia;
RAIG S.A. Airport;AR;Villa Nueva;
Suarez Aviaci?n Airport;AR;Villa Nueva;
Villa Valeria Airport;AR;Villa Valeria;
D.P. El Vapor Heliport;AR;Almirante Brown;
Centro C?vico Bicentenario Heliport;AR;C?rdoba;
Superficie Heliport;AR;La Plata;
C.A.P.E. Provincial Police Heliport;AR;La Rioja;
La Reserva Heliport;AR;Los Cardales;
Cooperativa de Trabajos Portuarios Limitada Heliport;AR;San Mart?n;
Edificio Tribunales Helipad;AR;Santiago del Estero;
Villa La ??ata Heliport;AR;Tigre;
Coy Aike Airport;AR;Coy Aike;
Estancia Elena Airport;AR;Rio Chico;
Fortin Lugones Airport;AR;Fortin Lugones;
Posta Cambio a Zalazar Airport;AR;Posta Cambio a Zalazar;
Aer?dromo Cnel. Alfonso;AR;Laguna Blanca;
Aer?dromo San Hilario;AR;Estancia Alegria;
Santa Elena Airport;AR;Santa Elena;
Augusto Leguizamon Airport;AR;Ameghino;
Dutto Airport;AR;Bandera;
Malfatto Airport;AR;Bragado;
Ca?ada Quiroz Airport;AR;Corrientes;
Malatini Airport;AR;Carlos Casares;
Ottaviani Airport;AR;Carlos Casares;
Copetonas Airport;AR;Copetonas;
Don Moises Airport;AR;Corralito;
Itati Airport;AR;Itati;
Las 2 A Airport;AR;Chacabuco;
Daireaux Airport;AR;Daireaux;
Estancia Santa Elisa Airport;AR;Guaviravi;
Hernando Airport;AR;Hernando;
Antares Airport;AR;Jovita;
Lanteri Airpiort;AR;Lanteri;
Agroalas S.R.L. Airport;AR;Las Cejas;
Horizonte Aplicaciones Areas Airport;AR;Las Rosas;
Samave Airport;AR;Maggiolo;
El Recuerdo S.R.L. Airport;AR;Pescanas;
Rovere Airport;AR;Presidencia Roque S?enz Pe?a;
Estancia La Elba;AR;Punta Roja;
Fumigaciones Herbinsec Airport;AR;Roberts;
Parajon Airport;AR;Saforcada;
Estancia Bah?a Laura Airport;AR;Bah?a Laura;
Fitz Roy Airport;AR;Fitz Roy;
Tres Cerros Airport;AR;Tres Cerros;
Ministro Ramos Mex?a Airport;AR;Ministro Ramos Mex?a;
Arroyo de la Ventana Airport;AR;Arroyo de la Ventana;
Dique Florentino Ameghino Airport;AR;Dique Florentino Ameghino;
Arroyo Los Berros Airport;AR;Arroyo Los Berros;
La Caldonia Airport;AR;Piamonte;
El Ocho Airstrip;AR;Tabossi;
Timbo Airstrip;AR;Villaguay;
Puerto San Antonio Este Airstrip;AR;Puerto San Antonio Este;
Guardia Mitre Airstrip;AR;Guardia Mitre;
La Sistina Airstrip;AR;;
Anillaco Airport;AR;Anillaco;
El Sauzalito Airport;AR;El Sauzalito;
Ingeniero Ju?rez Airport;AR;Ingeniero Ju?rez;
La Cruz Airport;AR;La Cruz;
Loma Alta Airport;AR;;
It? Caab? Airport;AR;Estancia It? Caab?;
Estancia El Cencerro Airport;AR;Marcelino Escalada;
Estancia El Pinocho;AR;Aldea San Antonio;
Estancia La Elisa Airport;AR;Capitan Sarmiento;
Estancia Los Leones Airport;AR;Llambi Cambel;
Estancia Trebolares Airport;AR;General Pico;
Rinc?n de Luna Airport;AR;Tabay;
Finca Porvenir 8 Airport;AR;Piquete Cabado;
Caba?a Los Gatos Airport;AR;Gancedo;
Estancia Las Marias Airport;AR;Lenadro N. Alem;
Unidad Regional II de Polcia Heliport;AR;Rosario;
Estancia 13 de Abril Airport;AR;Smith;
Pinto Airport;AR;Pinto;
Pichanal-Franzini Airport;AR;Pichanal;
Traill Southeast Airport;AR;Estancia Traill Sureste;
Los Juries Airport;AR;Los Juries;
El Cuadrado Airport;AR;Los Juries;
Elida 2 Airstrip;AR;;
Los Amores NW Airport;AR;Los Amores;
El Amargo Airport;AR;;
Estancia Los Pocitos Airport;AR;Taca?itas;
Dora Airport;AR;Colonia Dora;
Pozo Cuadrado Airport;AR;;
Santa Juana Airport;AR;;
Malbr?n;AR;Malbr?n;
Villa Uni?n Airport;AR;Villa Uni?n;
Tres Lagunas Airstrip;AR;;
Agrodistribuidora Airstrip;AR;Tostado;
Estancia La Matilde Airport;AR;Estancia La Matilde;
La Lola Airport;AR;Reconquista;
Blondi Airport;AR;Ca?ada de Luque;
Chajari Sur Airport;AR;Chajari;
Hospital R. Carrillo Heliport;AR;Granadero Baigorria;
Lar de Paz S.A. Heliport;AR;Gonzalez Cat?n;
Homaq Heliport;AR;Luj?n;
Madero Harbour Helipad;AR;Buenos Aires;
Nordelta Heliport;AR;Tigre;
Heliplataforma Oceanic Champion;AR;R?o Grande;
Heliplataforma M?vil Ocean Scepter;AR;Golfo San Jorge;
Puerto Esperanza Heliport;AR;Esperanza;
Heliplataforma Swiber PJW3000;AR;Campo Vega Pleyade;
Norberto de La Riestra Airport;AR;Norberto de La Riestra;
Estancia El Tri?ngulo Airport;AR;Salazar;
Hallpa Huayra Airport;AR;Villa Amancay;
Las Totoritas Airport;AR;Villa Mercedes;
Aerofumigaciones Bartoli Hermanos Airstrip;AR;Cavanagh;
Estancia Suyai - Lago Pueyrredon Airstrip;AR;Lago Posados;
Mahmet Fumigaciones Aereas Airport;AR;Bragado;
Agroaereo Bragado Airport;AR;Bragado;
Laguna El Abuelo Airstrip;AR;Comodoro Py;
Cerro Vanguardia Airstrip;AR;Tres Cerros;
Malvinas Heroes Hospital Heliport;AR;Merlo;
Estancia Santa Elena Airport;AR;Estancia Santa Elena;
Estancia 8 de Julio Airport;AR;Estancia 8 de Julio;
Campamento Darwin Airport;AR;Puerto Deseado;
Estancia La Chaira Airport;AR;Estancia La Chaira;
Campamento Darwin West Airport;AR;Puerto Deseado;
Lago Escondido Airport;AR;Tolhuin;
Monte Aymond Airport;AR;Estancia Monte Aymond;
R?o Gallegos Air Base;AR;R?o Gallegos;
Monte Le?n Landing Strip;AR;Corpen Aike;
Estancia Las Lagunas Airport;AR;Estancia Las Lagunas;
El Salado Airport;AR;El Salado;
R?o Seco Airport;AR;Magallanes;
Laguna Flamenco Airport;AR;Deseado;
Laguna Salada Airport;AR;Deseado;
Punta Mercedes Airport;AR;Deseado;
Punta Mercedes West Airport;AR;Deseado;
Cabo Tres Puntas Airport;AR;Deseado;
Estancia La Estrella Airport;AR;Deseado;
Tellier Airport;AR;Tellier;
Estancia El Polvorin Airport;AR;Deseado;
Mazaredo Airport;AR;Deseado;
La Floradora Airport;AR;Deseado;
Manantiales Behr Compressor Plant Airport;AR;Escalante;
Gravina Peninsula Airport;AR;Escalante;
Garayalde Airport;AR;Garayalde;
Estancia La Maciega Airport;AR;Florentino Ameghino;
La Lonja Airport;AR;Florentino Ameghino;
Punta Ninfas Airport;AR;Rawson;
Punta Mejill?n Airport;AR;Adolfo Alsina;
Pico Sayago Airport;AR;Biedma;
Haras Wassermann Airport;AR;Bah?a San Blas;
Estancia El Reducto Airport;AR;Villarino;
Puerto Belgrano Naval Base Heliport;AR;Puerto Belgrano;
Campamento Jorge Cepernic Airport;AR;Corpen Aike;
Las Horquetas Airport;AR;G??er Aike;
Rospentek Airport;AR;G??er Aike;
Estancia Tapi Aike Airport;AR;G??er Aike;
Fuentes de Coyle Airport;AR;G??er Aike;
Estancia R?o Bote Airport;AR;Lago Argentino;
Gendarme Barreto West Airport;AR;Lago Argentino;
Gendarme Barreto Airport;AR;Lago Argentino;
Chucuruc Aike Airport;AR;Corpen Aike;
Estancia La Julia Airport;AR;Corpen Aike;
Casa Riera Airport;AR;R?o Chico;
Estancia Silvina Airport;AR;R?o Chico;
Yacimiento el Valle Lago del Desierto Airport;AR;Deseado;
Stroeder Southeast Airport;AR;Stroeder;
Bah?a de los Moros Airport;AR;Lober?a;
Quequ?n Airport;AR;Quequ?n;
Campomar Airport;AR;Necochea;
Aer?dromo Itat?;AR;Itati;
El Chalt?n North Airport;AR;El Chalt?n;
San Fernando / Paran? Min? Heliport;AR;R?o Paran? Min?;
Hospital helipad;AR;Rosario;
PNA Heliport;AR;Rosario;
Santa F? City Airport;AR;Santa F?;
Estancia La Pastosa Airport;AR;Punta Delgada;
Ushuaia Aeroclub Airport;AR;Ushuaia;
Arist?bulo del Valle Aeroclub;AR;Arist?bulo del Valle;
Ingenio San Isidro airstrip;AR;General G??emes City;
Pi?ero Airfield;AR;Pi?ero;
Temet Helipad;AR;Salta;
Heliplataforma / AM-6 Helideck;AR;Cabo V?rgenes;
Colonia Catriel Airport;AR;Colonia Catriel;
Junin Airport;AR;Junin;
Chamical Airport;AR;Gobernador Gordillo;
Tinogasta Airport;AR;Tinogasta;
Don Torcuato Airport;AR;Don Torcuato;
Lago Argentino Airport;AR;El Calafate;
San Justo Airport;AR;San Justo;
Mazaruca Airport;AR;Puerto Ibicuy/Mazuraca;
Chepes Airport;AR;Chepes;
Ituzaingo Airport;AR;Ituzaingo;
Monte Grande Airport;AR;Monte Grande;
Merlo Airport;AR;Merlo;
Resistencia (City) Airport;AR;Resistencia;
La Paz Airport;AR;La Paz;
San Pedro Airport;AR;San Pedro;
Estancia San Jos? Airstrip;AR;El Chalt?n;
Lago Buenos Aires (Los Antiguos) Airfield;AR;Los Antiguos;
Estancia Victoria Airstrip;AR;Ingeniero Pallavicini;
El Aduar Airstrip;AR;Intiyaco;
El Chou Airstrip;AR;Hasenkamp;
Santa Teresa Airstrip;AR;General Capdevila;
Estancia 10 Noviembre Airstrip;AR;Carlos Tejedor;
Granadero Baigorria Heliport;AR;Granadero Baigorria;
Estancia El Destino Airfield;AR;Copetonas;
La Moderna Airfield;AR;Adolfo Gonzales Chaves;
Aeroestaci?n Yabot?;AR;El Soberbio;
Johnson Regional Medical Center Heliport;US;Clarksville;
Centerville Airstrip;US;Centerville;
John Harris Field;US;Chickala;
Cantrell Farms Airport;US;Conway;
Ashley County Hospital Heliport;US;Crossett;
Flying Machines Airstrip;US;Eureka Springs;
Gravette Field;US;Gravette;
Greenwalt Company Airport;US;Hazen;
Ozark Aerodrome;US;Rogers;
Mc Donald's Strip;US;Rose Bud;
Pearson Field;US;Bigelow;
Burns Aerodrome;US;Palestine;
Wesson-Davis Field;US;Paris;
Lawrence Memorial Hospital Heliport;US;Walnut Ridge;
Mercy Hospital Fort Smith Heliport;US;Fort Smith;
Tommy's Flying Service Inc Airport;US;Sherrill;
Cedar Creek Ranch Airport;US;Belleville;
White River Medical Center Heliport;US;Batesville;
Vilonia Airport;US;Vilonia;
Lollars Creek Farm Airport;US;Wesley;
UAMS Bravo Heliport;US;Little Rock;
Baptist Memorial Hospital-Blytheville Heliport;US;Blytheville;
C. Andrew Laird Heliport;US;Sun City;
Dardanelle Hospital Heliport;US;Dardanelle;
Honey Hill Heliport;US;Searcy;
Pine Village Airport;US;Mayflower;
Henson Farm Airport;US;Fayetteville;
Medi-Port Heliport;US;Rogers;
St Michael Hospital Heliport;US;Texarkana;
Arkansas National Guard Emergency Access Heliport;US;Dardanelle;
Sparks Regional Medical Center Heliport;US;Fort Smith;
Mercy Hospital Berryville Heliport;US;Berryville;
Ouachita County Medical Center Heliport;US;Camden;
Brickey Private Airport;US;Oppelo;
Flying W Airport;US;Texarkana;
CHI Saint Vincent Infirmary Heliport;US;Little Rock;
Penrose Airport;US;McCrory;
Warner Brown Hospital Heliport;US;El Dorado;
Union Medical Center Heliport;US;El Dorado;
Veterans Administration Heliport;US;Fayetteville;
Smith Heliport;US;Berryville;
Five Rivers Medical Center Heliport;US;Pocahontas;
R.V. Stewart Field;US;North Little Rock;
Amos Airport;US;Oil Trough;
De Witt Hospital Heliport;US;De Witt;
NEA Baptist Hospital Heliport;US;Jonesboro;
Chicot Memorial Hospital Heliport;US;Lake Village;
Arkansas Children's Hospital Heliport;US;Little Rock;
Mc Gehee Desha County Hospital Heliport;US;Mc Gehee;
St Anthony's Medical Center Heliport;US;Morrilton;
Pike County Hospital Heliport;US;Murfreesboro;
SMC Regional Medical Center Heliport;US;Osceola;
Fulton County Hospital Heliport;US;Salem;
Bradley County Memorial Hospital Heliport;US;Warren;
Hospital Heliport;US;Clarksville;
Forrest City Medical Center Heliport;US;Forrest City;
Piggott Community Hospital Heliport;US;Piggott;
Cross Ridge County Hospital Heliport;US;Wynne;
Burns Funeral Home Parking Lot Heliport;US;Yellville;
Augusta Heliport;US;Augusta;
Helena Regional Medical Center Heliport;US;Helena;
Unity Health Specialty Care Heliport;US;Searcy;
Flying G Ranch Airport;US;Tillar;
North Arkansas Medical Center Heliport;US;Harrison;
Katheryn's Landing Airport;US;Leola;
Gillespie Strip;US;Leola;
Heard Airport;US;Leola;
Bobwhite Hill Ranch Airport;US;Mayflower;
Drew Memorial Hospital Heliport;US;Monticello;
